observation_id,source,dataset,source_file,source_rows,source_poll_id,source_question_id,source_race_id,sample_group_id,cycle,geography,geography_type,election_date,poll_start,poll_end,poll_date,date_basis,source_available_date,days_to_election,pollster,population,sample_size,methodology,partisan,source_url,dem_share,rep_share,dem_rep_margin,non_dem_rep_share,response_coverage,reported_answer_sum,outcome_id,matchup_status,selection_status,scalar_seat_mapping_ready,quality_flags,source_stage,source_seat_name,tracking,hypothetical,superseded_by,original_dem_share,original_rep_share,estimate_basis,survey_sample_size,estimate_sample_size,estimate_source,original_outcome_id,original_matchup_status,join_reference_version,canonical_firm,publisher_id,rating_id,rating_name,sponsor_ids,sponsor_names,series_key,identity_basis,rating_family_key,rolling_method_evidence,canonical_sample_group_id,sample_identity_status
538_archive:senate:2185,538_archive,senate,historical/tables/538_archive_senate.csv,2185|2186,86922,198903,9509,538:86922,2024,FL,state,2024-11-05,2024-03-08,2024-03-11,2024-03-11,field_end,2024-05-14,239,Big Data Poll,lv,1318.0,Live Phone/Online Opt-In Panel/Text-to-Web/Text,,https://www.bigdatapoll.com/blog/florida-swings-hard-to-trump-in-sunshine-state-poll-for-march-2024/,0.365,0.48,-0.115,0.155,all_exported_answers,0.845,2024-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.365,0.48,,,,,2024-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,big data poll,1873,251,Big Data Poll,2133,Public Polling Project,big data poll|ids:2133,archive_rows_verified,rating:251,,538:86922,source_id_only
538_archive:senate:2187,538_archive,senate,historical/tables/538_archive_senate.csv,2187|2188,86469,194632,9526,538:86469,2024,OH,state,2024-11-05,2024-03-06,2024-03-11,2024-03-11,field_end,2024-03-14,239,SurveyUSA,rv,1241.0,Online Opt-In Panel,,https://www.onu.edu/northern-poll,0.43,0.37,0.06,0.2,all_exported_answers,0.8,2024-OH-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.43,0.37,,,,,2024-OH-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,surveyusa,460,325,SurveyUSA,2103,Ohio Northern University,surveyusa|ids:2103,archive_rows_verified,rating:325,,538:86469,source_id_only
538_archive:senate:2189,538_archive,senate,historical/tables/538_archive_senate.csv,2189|2190,86469,194633,9526,538:86469,2024,OH,state,2024-11-05,2024-03-06,2024-03-11,2024-03-11,field_end,2024-03-14,239,SurveyUSA,rv,1241.0,Online Opt-In Panel,,https://www.onu.edu/northern-poll,0.42,0.39,0.03,0.19,all_exported_answers,0.81,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.42,0.39,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,surveyusa,460,325,SurveyUSA,2103,Ohio Northern University,surveyusa|ids:2103,archive_rows_verified,rating:325,,538:86469,source_id_only
538_archive:senate:2191,538_archive,senate,historical/tables/538_archive_senate.csv,2191|2192,86469,194634,9526,538:86469,2024,OH,state,2024-11-05,2024-03-06,2024-03-11,2024-03-11,field_end,2024-03-14,239,SurveyUSA,rv,1241.0,Online Opt-In Panel,,https://www.onu.edu/northern-poll,0.44,0.36,0.08,0.2,all_exported_answers,0.8,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.44,0.36,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,surveyusa,460,325,SurveyUSA,2103,Ohio Northern University,surveyusa|ids:2103,archive_rows_verified,rating:325,,538:86469,source_id_only
538_archive:senate:2193,538_archive,senate,historical/tables/538_archive_senate.csv,2193|2194,86461,194548,9526,538:86461,2024,OH,state,2024-11-05,2024-03-07,2024-03-10,2024-03-10,field_end,2024-03-13,240,Emerson College,rv,1300.0,IVR/Online Opt-In Panel/Text-to-Web/Email,,https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,0.37,0.34,0.03,0.29,all_exported_answers,0.71,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.37,0.34,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,"emerson college|ids:293,960,1185,2057,2101,2102",archive_rows_verified,rating:88,,538:86461,source_id_only
538_archive:senate:2195,538_archive,senate,historical/tables/538_archive_senate.csv,2195|2196,86461,194549,9526,538:86461,2024,OH,state,2024-11-05,2024-03-07,2024-03-10,2024-03-10,field_end,2024-03-13,240,Emerson College,rv,1300.0,IVR/Online Opt-In Panel/Text-to-Web/Email,,https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,0.386,0.32799999999999996,0.058,0.286,all_exported_answers,0.714,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.386,0.32799999999999996,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,"emerson college|ids:293,960,1185,2057,2101,2102",archive_rows_verified,rating:88,,538:86461,source_id_only
538_archive:senate:2197,538_archive,senate,historical/tables/538_archive_senate.csv,2197|2198,86461,194550,9526,538:86461,2024,OH,state,2024-11-05,2024-03-07,2024-03-10,2024-03-10,field_end,2024-03-13,240,Emerson College,rv,1300.0,IVR/Online Opt-In Panel/Text-to-Web/Email,,https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,0.387,0.341,0.046,0.272,all_exported_answers,0.728,2024-OH-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.387,0.341,,,,,2024-OH-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,"emerson college|ids:293,960,1185,2057,2101,2102",archive_rows_verified,rating:88,,538:86461,source_id_only
538_archive:senate:2199,538_archive,senate,historical/tables/538_archive_senate.csv,2199|2200,86324,194295,9518,538:86324,2024,MO,state,2024-11-05,2024-03-06,2024-03-08,2024-03-08,field_end,2024-03-11,242,Remington Research Group,lv,713.0,IVR,,https://moscout.com/daily-updates-1/2024/3/9/moscout-weekender-statewide-poll-hallway-on-ethics-outcome-who-won-the-week-and-more,0.39,0.53,-0.14,0.08,all_exported_answers,0.92,2024-MO-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.39,0.53,,,,,2024-MO-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,remington research group,1056,279,Remington Research Group,421,Missouri Scout,remington research group|ids:421,archive_rows_verified,rating:279,,538:86324,source_id_only
538_archive:senate:2201,538_archive,senate,historical/tables/538_archive_senate.csv,2201|2202,86534,195373,9527,538:86534,2024,PA,state,2024-11-05,2024-02-26,2024-03-06,2024-03-06,field_end,2024-03-26,244,Susquehanna Polling & Research,lv,450.0,,,https://projects.fivethirtyeight.com/polls/20240326_PA_Susquehanna.pdf,0.48,0.42,0.06,0.1,all_exported_answers,0.8999999999999999,2024-PA-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.48,0.42,,,,,2024-PA-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,susquehanna polling & research,461,326,Susquehanna Polling & Research Inc.,,,susquehanna polling & research|unspecified,archive_rows_verified,rating:326,,538:86534,source_id_only
538_archive:senate:2203,538_archive,senate,historical/tables/538_archive_senate.csv,2203|2204,86468,194753,9521,538:86468,2024,NV,state,2024-11-05,2024-02-27,2024-03-05,2024-03-05,field_end,2024-03-19,245,Noble Predictive Insights,rv,829.0,Online Opt-In Panel,,https://www.noblepredictiveinsights.com/post/rosen-leads-republicans-but-there-are-deep-signs-of-uncertainty,0.41,0.35,0.06,0.24,all_exported_answers,0.76,2024-NV-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.41,0.35,,,,,2024-NV-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,noble predictive insights,1800,235,Noble Predictive Insights,,,noble predictive insights|unspecified,archive_rows_verified,rating:235,,538:86468,source_id_only
538_archive:senate:2205,538_archive,senate,historical/tables/538_archive_senate.csv,2205|2206,86468,194754,9521,538:86468,2024,NV,state,2024-11-05,2024-02-27,2024-03-05,2024-03-05,field_end,2024-03-19,245,Noble Predictive Insights,rv,829.0,Online Opt-In Panel,,https://www.noblepredictiveinsights.com/post/rosen-leads-republicans-but-there-are-deep-signs-of-uncertainty,0.43,0.34,0.09,0.23,all_exported_answers,0.77,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.43,0.34,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,noble predictive insights,1800,235,Noble Predictive Insights,,,noble predictive insights|unspecified,archive_rows_verified,rating:235,,538:86468,source_id_only
538_archive:senate:2207,538_archive,senate,historical/tables/538_archive_senate.csv,2207|2208,86296,194146,9519,538:86296,2024,MT,state,2024-11-05,2024-02-26,2024-03-02,2024-03-02,field_end,2024-03-06,248,Emerson College,rv,1000.0,Online Opt-In Panel/Email/Text-to-Web,,https://emersoncollegepolling.com/montana-2024-poll-u-s-senate-tester-44-sheehy-42/,0.44,0.424,0.016,0.136,all_exported_answers,0.864,2024-MT-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.44,0.424,,,,,2024-MT-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,"960,1185",The Hill | Nexstar,"emerson college|ids:960,1185",archive_rows_verified,rating:88,,538:86296,source_id_only
538_archive:senate:2209,538_archive,senate,historical/tables/538_archive_senate.csv,2209|2210,86279,194100,9509,538:86279,2024,FL,state,2024-11-05,2024-02-29,2024-03-01,2024-03-01,field_end,2024-03-05,249,Public Policy Polling,v,790.0,IVR/Text,DEM,https://thehill.com/homenews/4508253-scott-narrowly-leads-mucarsel-powell-in-florida-senate-race-poll/,0.41,0.44,-0.03,0.15,all_exported_answers,0.85,2024-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.41,0.44,,,,,2024-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,public policy polling,383,263,Public Policy Polling,32,Emily's List,public policy polling|ids:32,archive_rows_verified,rating:263,,538:86279,source_id_only
538_archive:senate:2211,538_archive,senate,historical/tables/538_archive_senate.csv,2211|2212,86266,194278,9516,538:86266,2024,MN,state,2024-11-05,2024-02-23,2024-02-28,2024-02-28,field_end,2024-03-08,251,SurveyUSA,lv,1603.0,Online Opt-In Panel,,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-klobuchar-opens-with-wide-lead-dfl-has-slim-edge-in-bid-to-retain-house-majority/,0.49,0.33,0.16,0.18,all_exported_answers,0.8200000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.49,0.33,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,surveyusa,460,325,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,"surveyusa|ids:84,1102,1444",archive_rows_verified,rating:325,,538:86266,source_id_only
538_archive:senate:2213,538_archive,senate,historical/tables/538_archive_senate.csv,2213|2214,86240,193896,9506,538:86240,2024,CA,state,2024-11-05,2024-02-22,2024-02-26,2024-02-26,field_end,2024-03-01,253,University of California Berkeley Institute of Governmental Studies,lv,3304.0,Online Opt-In Panel,,https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,0.53,0.38,0.15,0.09,all_exported_answers,0.91,2024-CA-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.53,0.38,,,,,,ambiguous_parallel_contests,recent-outcomes-v1,university of california berkeley institute of governmental studies,1363,457,University of California Berkeley Institute of Governmental Studies,300,LA Times,university of california berkeley institute of governmental studies|ids:300,archive_rows_verified,rating:457,,538:86240,source_id_only
538_archive:senate:2215,538_archive,senate,historical/tables/538_archive_senate.csv,2215|2216,86240,193897,9506,538:86240,2024,CA,state,2024-11-05,2024-02-22,2024-02-26,2024-02-26,field_end,2024-03-01,253,University of California Berkeley Institute of Governmental Studies,lv,3304.0,Online Opt-In Panel,,https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,,,,,all_exported_answers,0.6,2024-CA-regular-gen,contest_stage_only_candidate_review,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,,,,,,,,unmatched_candidate_or_stage,recent-outcomes-v1,university of california berkeley institute of governmental studies,1363,457,University of California Berkeley Institute of Governmental Studies,300,LA Times,university of california berkeley institute of governmental studies|ids:300,archive_rows_verified,rating:457,,538:86240,source_id_only
538_archive:senate:2217,538_archive,senate,historical/tables/538_archive_senate.csv,2217|2218,86240,193898,9506,538:86240,2024,CA,state,2024-11-05,2024-02-22,2024-02-26,2024-02-26,field_end,2024-03-01,253,University of California Berkeley Institute of Governmental Studies,lv,3304.0,Online Opt-In Panel,,https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,0.52,0.38,0.14,0.1,all_exported_answers,0.9,2024-CA-regular-gen,contest_stage_only_candidate_review,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.52,0.38,,,,,,unmatched_candidate_or_stage,recent-outcomes-v1,university of california berkeley institute of governmental studies,1363,457,University of California Berkeley Institute of Governmental Studies,300,LA Times,university of california berkeley institute of governmental studies|ids:300,archive_rows_verified,rating:457,,538:86240,source_id_only
538_archive:senate:2219,538_archive,senate,historical/tables/538_archive_senate.csv,2219|2220,86220,193751,9505,538:86220,2024,AZ,state,2024-11-05,2024-02-21,2024-02-26,2024-02-26,field_end,2024-02-28,253,Rasmussen Reports,lv,1001.0,IVR/Online Opt-In Panel,REP,https://www.rasmussenreports.com/public_content/politics/public_surveys/arizona_senate_kari_lake_leads_democrat_gallego,0.42,0.45,-0.03,0.13,all_exported_answers,0.87,2024-AZ-regular-gen,matched_candidate_identity,retained_no_time_filter,False,,general,Class I,,false,,0.42,0.45,,,,,2024-AZ-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,rasmussen reports,399,277,Rasmussen Reports,2094,Bull Moose Project,rasmussen reports|ids:2094,archive_rows_verified,rating:277,,538:86220,source_id_only
538_archive:senate:2221,538_archive,senate,historical/tables/538_archive_senate.csv,2221|2222|2223,86220,193753,9505,538:86220,2024,AZ,state,2024-11-05,2024-02-21,2024-02-26,2024-02-26,field_end,2024-02-28,253,Rasmussen Reports,lv,1001.0,IVR/Online Opt-In Panel,REP,https://www.rasmussenreports.com/public_content/politics/public_surveys/arizona_senate_kari_lake_leads_democrat_gallego,0.33,0.37,-0.04,0.3,all_exported_answers,0.9099999999999999,2024-AZ-regular-gen,matched_candidate_identity,retained_no_time_filter,False,hypothetical_matchup,general,Class I,,true,,0.33,0.37,,,,,2024-AZ-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,rasmussen reports,399,277,Rasmussen Reports,2094,Bull Moose Project,rasmussen reports|ids:2094,archive_rows_verified,rating:277,,538:86220,source_id_only
538_archive:senate:2224,538_archive,senate,historical/tables/538_archive_senate.csv,2224|2225,86238,193890,9530,538:86238,2024,TX,state,2024-11-05,2024-02-18,2024-02-26,2024-02-26,field_end,2024-02-29,253,University of Texas at Tyler Center for Opinion Research,rv,1167.0,Live Phone/Online Opt-In Panel,,https://projects.fivethirtyeight.com/polls/20240229_TX_UTTyler.pdf,0.41,0.41,0.0,0.18,all_exported_answers,0.82,2024-TX-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.41,0.41,,,,,2024-TX-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,university of texas at tyler center for opinion research,1474,458,University of Texas at Tyler Center for Opinion Research,,,university of texas at tyler center for opinion research|unspecified,archive_rows_verified,rating:458,,538:86238,source_id_only
538_archive:senate:2226,538_archive,senate,historical/tables/538_archive_senate.csv,2226|2227,86194,193623,9534,538:86194,2024,WI,state,2024-11-05,2024-02-20,2024-02-24,2024-02-24,field_end,2024-02-27,255,Emerson College,rv,1000.0,IVR/Online Opt-In Panel/Text-to-Web/Email,,https://emersoncollegepolling.com/wisconsin-2024-poll-trump-45-biden-42/,0.462,0.385,0.077,0.153,all_exported_answers,0.847,2024-WI-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.462,0.385,,,,,2024-WI-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,"960,1185",The Hill | Nexstar,"emerson college|ids:960,1185",archive_rows_verified,rating:88,,538:86194,source_id_only
538_archive:senate:2228,538_archive,senate,historical/tables/538_archive_senate.csv,2228|2229,86164,193470,9521,538:86164,2024,NV,state,2024-11-05,2024-02-16,2024-02-19,2024-02-19,field_end,2024-02-22,260,Emerson College,rv,1000.0,IVR/Online Opt-In Panel/Email,,https://emersoncollegepolling.com/nevada-2024-poll-trump-46-biden-40/,0.396,0.38,0.016,0.224,all_exported_answers,0.776,2024-NV-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class I,,false,,0.396,0.38,,,,,2024-NV-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,"835,960",KLAS-TV Las Vegas | The Hill,"emerson college|ids:835,960",archive_rows_verified,rating:88,,538:86164,source_id_only
